code,idgrade,mean_dropout
2510105,5,2.735
2510105,9,9.143749999999999
2510204,5,2.694999999999999
2510204,9,11.38125
2510303,5,4.879999999999999
2510303,9,7.41875
2510402,5,2.8
2510402,9,8.4125
2510501,5,.77
2510501,9,3.31875
2510600,5,2.085
2510600,9,6.687499999999999
2510659,5,.8
2510659,9,9.24375
2510709,5,3.045000000000001
2510709,9,6.59375
2510808,5,1.725
2510808,9,4.975
2510907,5,1.745
2510907,9,7.756250000000001
2511004,5,1.22
2511004,9,6.85625
2511103,5,1.245
2511103,9,5.15625
2511202,5,1.745
2511202,9,7.187499999999999
2511301,5,5.87
2511301,9,11.23125
2511400,5,.9199999999999999
2511400,9,5.749999999999999
2511509,5,2.100000000000001
2511509,9,7.925000000000001
2511608,5,3.685
2511608,9,11.8375
2511707,5,2.06
2511707,9,6.662500000000001
2511806,5,2.41
2511806,9,8.5375
2511905,5,2.524999999999999
2511905,9,7.6
2512002,5,1.1
2512002,9,6.0125
2512036,5,2.58
2512036,9,8.53125
2512077,5,2.995
2512077,9,9.218749999999998
2512101,5,2.235
2512101,9,7.949999999999999
2512200,5,2.105
2512200,9,4.574999999999999
2512309,5,2.19
2512309,9,9.543749999999999
2512408,5,1.56
2512408,9,8.968750000000002
2512507,5,3.284999999999999
2512507,9,7.443749999999999
2512606,5,.8550000000000001
2512606,9,4.09375
2512705,5,2.57
2512705,9,7.825000000000001
2512721,5,4.140000000000001
2512721,9,9.1875
2512747,5,1.685
2512747,9,9.0625
2512754,5,3.11
2512754,9,10.4
2512762,5,1.86
2512762,9,5.481250000000001
2512788,5,3.88
2512788,9,9.337500000000002
2512804,5,3.38
2512804,9,12.39375
2512903,5,4.825
2512903,9,6.825
2513000,5,2.095
2513000,9,11.21875
2513109,5,2.995
2513109,9,11.875
2513158,5,1.26
2513158,9,9.612499999999999
2513208,5,1.425
2513208,9,5.375
2513307,5,2.61
2513307,9,6.231250000000001
2513356,5,3.175
2513356,9,10.90625
2513406,5,1.625
2513406,9,4.693750000000001
2513505,5,4.590000000000001
2513505,9,9.031249999999998
2513604,5,6.160000000000001
2513604,9,10.9
2513653,5,.845
2513653,9,4.462499999999999
2513703,5,4.654999999999999
2513703,9,8.231249999999999
2513802,5,1.695
2513802,9,6.174999999999999
2513851,5,.345
2513851,9,4.9125
2513901,5,4.295
2513901,9,8.6625
2513927,5,1.02
2513927,9,6.76875
2513943,5,2.785
2513943,9,14.95
2513968,5,2.445
2513968,9,10.60625
2513984,5,.93
2513984,9,5.618749999999999
2514008,5,1.38
2514008,9,6.33125
2514107,5,1.93
2514107,9,9.3125
2514206,5,2.29
2514206,9,11.39375
2514305,5,5.145
2514305,9,12.5125
2514404,5,1.795
2514404,9,7.499999999999999
2514453,5,3.66
2514453,9,12.95
2514503,5,2.765
2514503,9,8.162500000000001
2514552,5,1.3
2514552,9,8.49375
2514602,5,.8900000000000002
2514602,9,5.125000000000002
2514651,5,1.975
2514651,9,3.34375
2514701,5,.42
2514701,9,2.9875
2514800,5,2.125
2514800,9,4.60625
2514909,5,.8400000000000001
2514909,9,6.74375
2515005,5,2.149999999999999
2515005,9,6.981250000000001
2515104,5,2.225
2515104,9,5.79375
2515203,5,1.475
2515203,9,5.36875
2515302,5,3.6
2515302,9,8.449999999999999
2515401,5,2.435
2515401,9,8.34375
2515500,5,1.65
2515500,9,5.05625
2515609,5,3.645
2515609,9,9.2125
2515708,5,2.225
2515708,9,8.40625
2515807,5,2.31
2515807,9,7.65
2515906,5,3.455000000000001
2515906,9,13.18125
2515930,5,2.185
2515930,9,5.356249999999999
2515971,5,1.765
2515971,9,7.80625
2516003,5,3.315
2516003,9,9.731249999999998
2516102,5,2.665
2516102,9,9
2516151,5,1.745
2516151,9,11.10625
2516201,5,2.59
2516201,9,5.475000000000001
2516300,5,1.995000000000001
2516300,9,6.05
2516409,5,2.375
2516409,9,8.5375
2516508,5,4.885
2516508,9,13.55
2516607,5,2.18
2516607,9,9.69375
2516706,5,1.89
2516706,9,7.50625
2516755,5,.8549999999999999
2516755,9,7.037500000000001
2516805,5,2.425
2516805,9,8.31875
2516904,5,5.225
2516904,9,8.0625
2517001,5,2.325
2517001,9,6.85
2517100,5,.63
2517100,9,1.08125
2517209,5,4.140000000000001
2517209,9,9.018750000000001
2517407,5,.28
2517407,9,2.70625
2600054,5,3.09
2600054,9,6.293750000000001
2600104,5,1.065
2600104,9,4.574999999999999
2600203,5,.7300000000000001
2600203,9,4.675
2600302,5,2.45
2600302,9,5.043749999999999
2600401,5,3.650000000000001
2600401,9,8.149999999999999
2600500,5,3.495
2600500,9,9.175000000000001
2600609,5,1.39
2600609,9,8.118749999999999
2600708,5,2.89
2600708,9,5.681249999999999
2600807,5,2.165
2600807,9,8.431249999999999
2600906,5,3.815
2600906,9,12.09375
2601003,5,1.685
2601003,9,5.318750000000001
2601052,5,1.14
2601052,9,4.20625
2601102,5,2.57
2601102,9,7.906250000000001
2601201,5,2.655
2601201,9,6.250000000000001
2601300,5,2.205
2601300,9,13.5875
2601409,5,2.13
2601409,9,6.23125
2601508,5,1.7
2601508,9,5.39375
2601607,5,2.175
2601607,9,3.1125
2601706,5,2.56
2601706,9,6.812500000000001
2601805,5,2.53
2601805,9,13.4375
2601904,5,2.31
2601904,9,8.481250000000001
2602001,5,2.195
2602001,9,7.568749999999998
2602100,5,2.405
2602100,9,8.237499999999999
2602209,5,1.845000000000001
2602209,9,6.756250000000001
2602308,5,3.25
2602308,9,10.525
2602407,5,2.815
2602407,9,5.787500000000001
2602506,5,1.105
2602506,9,8.131250000000001
2602605,5,2.964999999999999
2602605,9,10.43125
2602704,5,1.62
2602704,9,8.456250000000001
2602803,5,2.79
2602803,9,9.25625
2602902,5,3.235
2602902,9,6.80625
2603009,5,1.695
2603009,9,5.475000000000001
2603108,5,1.435
2603108,9,10.43125
2603207,5,2.255
2603207,9,9.85
2603306,5,2.145
2603306,9,5.175
2603405,5,2.355
2603405,9,9.4
2603454,5,5.815
2603454,9,5.85625
2603504,5,1.695
2603504,9,5.6375
2603603,5,1.715
2603603,9,8.243749999999999
2603702,5,1.72
2603702,9,8.275
2603801,5,2.74
2603801,9,9.00625
2603900,5,1.45
2603900,9,4.50625
2603926,5,4.715
2603926,9,4.91875
2604007,5,2.55
2604007,9,5.031249999999999
2604106,5,3.06
2604106,9,7.512500000000001
2604155,5,1.075
2604155,9,6.8875
2604205,5,3.900000000000001
2604205,9,7.556249999999999
2604304,5,1.575
2604304,9,5.81875
2604403,5,2.23
2604403,9,10.15625
2604502,5,1.865
2604502,9,11.11875
2604601,5,1.64
2604601,9,6.025
2604700,5,2.15
2604700,9,11.70625
2604809,5,5.255000000000001
2604809,9,7.14375
2604908,5,1.905
2604908,9,7.631250000000001
2605004,5,2.465
2605004,9,9.44375
2605103,5,1.975
2605103,9,7.543749999999999
2605152,5,.505
2605152,9,4.2625
2605202,5,2.305000000000001
2605202,9,6.762499999999999
2605301,5,3.14
2605301,9,6.26875
2605400,5,1.425
2605400,9,6.425
2605459,5,1.295
2605459,9,3.225
2605509,5,1.275
2605509,9,5.00625
2605608,5,1.69
2605608,9,10.60625
2605707,5,2.175
2605707,9,5.643750000000001
2605806,5,2.52
2605806,9,9.550000000000001
2605905,5,2.99
2605905,9,7.749999999999999
2606002,5,2.19
2606002,9,5.199999999999999
2606101,5,1.02
2606101,9,5.31875
2606200,5,2.134999999999999
2606200,9,5.237499999999999
2606309,5,1.595
2606309,9,5.475000000000001
2606408,5,2.089999999999999
2606408,9,6.299999999999999
2606507,5,2.285
2606507,9,8.137499999999999
2606606,5,2.524999999999999
2606606,9,11.7125
2606705,5,1.575
2606705,9,8.868750000000002
2606804,5,2.41
2606804,9,7.162500000000001
2606903,5,1.48
2606903,9,8.25
2607000,5,3.78
2607000,9,10.55
2607109,5,.915
2607109,9,4.406249999999999
2607208,5,3.635
2607208,9,7.400000000000001
2607307,5,2.75
2607307,9,8.4
2607406,5,1.37
2607406,9,3.10625
2607505,5,2.86
2607505,9,14.04375
2607604,5,2.71
2607604,9,13.875
2607653,5,2.07
2607653,9,6.83125
2607703,5,1.615
2607703,9,9.424999999999999
2607752,5,1.97
2607752,9,5.4625
2607802,5,2.58
2607802,9,6.175
2607901,5,4.664999999999999
2607901,9,6.662500000000001
2607950,5,2.25
2607950,9,6.281249999999999
2608008,5,2.3
2608008,9,12.61875
2608057,5,1.575
2608057,9,6.250000000000001
2608107,5,1.705000000000001
2608107,9,7.63125
2608206,5,3.405
2608206,9,7.10625
2608255,5,.99
2608255,9,6.931249999999999
2608305,5,1.8
2608305,9,8.15
2608404,5,2.19
2608404,9,5.343749999999999
2608453,5,2.305
2608453,9,5.062500000000001
2608503,5,1.28
2608503,9,9.38125
2608602,5,1.804999999999999
2608602,9,11.23125
2608701,5,1.965
2608701,9,8.2125
2608750,5,1.845
2608750,9,5.606250000000001
2608800,5,3.225
2608800,9,8.362499999999999
2608909,5,1.535
2608909,9,4.337499999999999
2609006,5,2.240000000000001
2609006,9,5.39375
2609105,5,2.1
2609105,9,7.025
2609154,5,3.425
2609154,9,10.825
2609204,5,2.774999999999999
2609204,9,7.4625
2609303,5,2.91
2609303,9,8.293750000000001
2609402,5,2.665
2609402,9,4.8875
2609501,5,1.605
2609501,9,3.70625
2609600,5,4.08
2609600,9,7.512500000000001
2609709,5,2.795
2609709,9,6.862500000000001
2609808,5,2.91
2609808,9,5.04375
2609907,5,5.080000000000001
2609907,9,9.699999999999999
2610004,5,2.655
2610004,9,6.537500000000001
2610103,5,.7
2610103,9,7.462499999999999
2610202,5,1.725
2610202,9,8.231249999999999
2610301,5,4.115000000000001
2610301,9,8.499999999999998
2610400,5,1.17
2610400,9,4.262499999999999
2610509,5,1.645
2610509,9,7.612499999999999
2610608,5,1.565
2610608,9,4.19375
2610707,5,3.725
2610707,9,5.693750000000001
2610806,5,3.715000000000001
2610806,9,9.556249999999999
2610905,5,2.33
2610905,9,7.356250000000001
2611002,5,2.089999999999999
2611002,9,6.50625
2611101,5,1.655
2611101,9,5.375
2611200,5,2.515
2611200,9,7.668749999999999
2611309,5,2.025
2611309,9,12.25625
2611408,5,1.985
2611408,9,9.806249999999999
2611507,5,1.794999999999999
2611507,9,9.531250000000002
2611533,5,1.425
2611533,9,5.075
2611606,5,3.42
2611606,9,7.15625
2611705,5,2.315
2611705,9,9.187499999999998
2611804,5,3.794999999999999
2611804,9,6.837499999999999
2611903,5,1.34
2611903,9,6.887499999999999
2612000,5,1.945
2612000,9,6.075000000000001
2612109,5,1.96
2612109,9,7.55625
2612208,5,1.325
2612208,9,6.23125
2612307,5,5.3
2612307,9,9.943750000000001
2612406,5,1.48
2612406,9,6.731249999999999
2612455,5,1.26
2612455,9,5.33125
2612471,5,1.52
2612471,9,5.19375
2612505,5,2.095
2612505,9,9.156250000000002
2612554,5,2.035
2612554,9,7.662500000000001
2612604,5,2.21
2612604,9,5.64375
2612703,5,3.045
2612703,9,14.03125
2612802,5,2.2
2612802,9,8.4125
2612901,5,4.200000000000001
2612901,9,13.00625
2613008,5,1.78
2613008,9,7.850000000000001
2613107,5,2.345
2613107,9,7.75625
2613206,5,1.14
2613206,9,8.5375
2613305,5,3.164999999999999
2613305,9,10.2875
2613404,5,2.075
2613404,9,7.375000000000002
2613503,5,1.77
2613503,9,6.8625
2613602,5,1.375
2613602,9,6.662500000000001
2613701,5,5.565
2613701,9,8.056249999999999
2613800,5,2.61
2613800,9,7.112500000000001
2613909,5,1.735
2613909,9,5.712499999999999
2614006,5,1.55
2614006,9,5.2625
2614105,5,1.465
2614105,9,6.418749999999999
2614204,5,2.645
2614204,9,5.981249999999999
2614303,5,1.67
2614303,9,4.96875
2614402,5,1.04
2614402,9,8.8125
2614501,5,2.12
2614501,9,6.149999999999999
2614600,5,2.19
2614600,9,7.481250000000001
2614709,5,2.77
2614709,9,9.137500000000001
2614808,5,1.45
2614808,9,5.037500000000001
2614857,5,2.23
2614857,9,6.643750000000001
2615003,5,2.255
2615003,9,9.862500000000001
2615102,5,2.765
2615102,9,11.175
2615201,5,1.845
2615201,9,4.50625
2615300,5,2.19
2615300,9,6.425
2615409,5,4.139999999999999
2615409,9,13.30625
2615508,5,1.43
2615508,9,4.8875
2615607,5,2.445
2615607,9,8.63125
2615706,5,.8950000000000001
2615706,9,3.85625
2615805,5,2.890000000000001
2615805,9,9.424999999999999
2615904,5,1.465
2615904,9,9.356249999999999
2616001,5,2.275
2616001,9,5.36875
2616100,5,1.82
2616100,9,5.874999999999999
2616183,5,3.91
2616183,9,6.9375
2616209,5,2.64
2616209,9,13.4
2616308,5,2.73
2616308,9,6.924999999999999
2616407,5,2.185
2616407,9,8.143749999999999
2616506,5,2.484999999999999
2616506,9,8.68125
2700102,5,3.884999999999999
2700102,9,9.831249999999999
2700201,5,2.71
2700201,9,13.56875
2700300,5,2.515
2700300,9,5.831250000000002
2700409,5,3.724999999999999
2700409,9,5.581249999999999
2700508,5,2.605
2700508,9,14.49375
2700607,5,2.32
2700607,9,16.725
2700706,5,3.41
2700706,9,7.681249999999999
2700805,5,4.125
2700805,9,12.7625
2700904,5,2.065
2700904,9,9.487500000000001
2701001,5,1.625
2701001,9,10.425
2701100,5,5.17
2701100,9,15.71875
2701209,5,4.785000000000001
2701209,9,13.6875
2701308,5,2.67
2701308,9,13.45625
2701357,5,3.455
2701357,9,8.862500000000001
2701407,5,1.775
2701407,9,12.18125
2701506,5,2.165
2701506,9,11.975
2701605,5,3.265
2701605,9,12.775
2701704,5,2.245
2701704,9,10.4125
2701803,5,1.805
2701803,9,8.531249999999998
2701902,5,2.285
2701902,9,5.856249999999999
2702009,5,1.8
2702009,9,6.743749999999999
2702108,5,2.415
2702108,9,13.05
2702207,5,2.265
2702207,9,8.34375
2702306,5,1.15
2702306,9,6.918750000000001
2702355,5,1.925
2702355,9,8.237500000000001
2702405,5,2.465
2702405,9,8.081249999999999
2702504,5,4.115
2702504,9,13.4875
2702553,5,2.405
2702553,9,10.5625
2702603,5,2.600000000000001
2702603,9,8.40625
2702702,5,3.245
2702702,9,8.662499999999998
2702801,5,2.315
2702801,9,9.481250000000001
2702900,5,2.125
2702900,9,8.293749999999999
2703007,5,5.11
2703007,9,11.4625
2703106,5,1.37
2703106,9,7.85
2703205,5,1.48
2703205,9,12.19375
2703304,5,4.065
2703304,9,11.58125
2703403,5,1.8
2703403,9,10.0125
2703502,5,3.865
2703502,9,8.6875
2703601,5,5.055000000000001
2703601,9,13.60625
2703700,5,2.165
2703700,9,10.0625
2703759,5,1.035
2703759,9,8.86875
2703809,5,2.82
2703809,9,9.35
2703908,5,4.430000000000001
2703908,9,12.6125
2704005,5,1.615
2704005,9,11.98125
2704104,5,3.17
2704104,9,6.768749999999998
2704203,5,1.79
2704203,9,4.89375
2704302,5,4.63
2704302,9,10.0625
2704401,5,2.464999999999999
2704401,9,10.38125
2704500,5,4.744999999999999
2704500,9,9.168750000000001
2704609,5,2.74
2704609,9,11.9625
2704708,5,3.815
2704708,9,11.48125
2704807,5,1.85
2704807,9,10.48125
2704906,5,2.16
2704906,9,7.187499999999999
2705002,5,7.725
2705002,9,13.55
2705101,5,2.49
2705101,9,4.243749999999999
2705200,5,2.34
2705200,9,4.950000000000001
2705309,5,2.175
2705309,9,12.9
2705408,5,2.215
2705408,9,14.08125
2705507,5,2.66
2705507,9,13.18125
2705606,5,2.52
2705606,9,10.90625
2705705,5,2.43
2705705,9,10.1875
2705804,5,1.95
2705804,9,8.0875
2705903,5,2.605
2705903,9,10.11875
2706000,5,2.92
2706000,9,10.9375
2706109,5,1.975
2706109,9,11.9625
2706208,5,1.46
2706208,9,9.0375
2706307,5,1.855
2706307,9,7.993749999999999
2706406,5,1.37
2706406,9,7.243749999999999
2706422,5,.9800000000000001
2706422,9,8.0875
2706448,5,2.17
2706448,9,7.262499999999998
2706505,5,1.565
2706505,9,9.106250000000001
2706604,5,2.24
2706604,9,8.456250000000002
2706703,5,2.01
2706703,9,7.024999999999999
2706802,5,1.825
2706802,9,7.41875
2706901,5,3.414999999999999
2706901,9,8.824999999999999
2707008,5,1.975
2707008,9,6.83125
2707107,5,2.899999999999999
2707107,9,9.85
2707206,5,2.24
2707206,9,11.71875
2707305,5,2.105
2707305,9,6.706250000000001
2707404,5,2.575
2707404,9,8.4375
2707503,5,2.355
2707503,9,10.51875
2707602,5,1.74
2707602,9,8.487500000000001
2707701,5,3.48
2707701,9,8.831250000000001
2707800,5,1.89
2707800,9,11.0125
2707909,5,1.924999999999999
2707909,9,6.993749999999999
2708006,5,2.585
2708006,9,10.1125
2708105,5,2.865
2708105,9,9.918750000000001
2708204,5,2.09
2708204,9,8.543749999999999
2708303,5,2.565
2708303,9,11.34375
2708402,5,2.025
2708402,9,10.64375
2708501,5,2.915
2708501,9,9.925000000000001
2708600,5,1.905
2708600,9,9.80625
2708709,5,7.409999999999999
2708709,9,8.549999999999999
2708808,5,2.545
2708808,9,10.16875
2708907,5,4.255
2708907,9,6.31875
2708956,5,2
2708956,9,14.125
2709004,5,1.01
2709004,9,6.062500000000001
2709103,5,1.17
2709103,9,5.875000000000001
2709152,5,1.72
2709152,9,8.312499999999998
2709202,5,6.695000000000002
2709202,9,14.16875
2709301,5,2.39
2709301,9,10.625
2709400,5,3.24
2709400,9,9.018749999999999
2800100,5,1.78
2800100,9,3.53125
2800209,5,3.205000000000001
2800209,9,10.21875
2800308,5,3.03
2800308,9,4.5375
2800407,5,2.055
2800407,9,7.0125
2800506,5,2.694999999999999
2800506,9,8.706249999999999
2800605,5,3.165
2800605,9,6.6875
2800670,5,1.775
2800670,9,5.799999999999999
2800704,5,2.04
2800704,9,5.7125
2801009,5,3.44
2801009,9,7.2
2801108,5,3.175
2801108,9,7.506249999999999
2801207,5,2.59
2801207,9,10.01875
2801306,5,2.45
2801306,9,7.4875
2801405,5,3.564999999999999
2801405,9,10.21875
2801504,5,1.875
2801504,9,4.5625
2801603,5,2.855
2801603,9,6.043750000000001
2801702,5,1.855
2801702,9,7.875000000000001
2801900,5,.9550000000000001
2801900,9,5.618749999999999
2802007,5,1.4
2802007,9,4.531249999999999
2802106,5,1.945
2802106,9,4.84375
2802205,5,5.165000000000001
2802205,9,7.1625
2802304,5,3.555
2802304,9,9.25625
2802403,5,3.125
2802403,9,8.787500000000001
2802502,5,3.330000000000001
2802502,9,4.6875
2802601,5,2.92
2802601,9,6.968749999999999
2802700,5,3.12
2802700,9,4.743749999999999
2802809,5,1.865
2802809,9,11.98125
2802908,5,2.025000000000001
2802908,9,7.10625
2803005,5,3.28
2803005,9,8.56875
2803104,5,1.42
2803104,9,4.112500000000001
2803203,5,1.955
2803203,9,6.250000000000001
2803302,5,2.61
2803302,9,4.493749999999999
2803401,5,2.18
2803401,9,7
2803500,5,1.665
2803500,9,5.181249999999999
2803609,5,2.215
2803609,9,7.25
2803708,5,1.065
2803708,9,6.843750000000001
2803807,5,4.27
2803807,9,6.68125
2803906,5,3.235000000000001
2803906,9,9.137499999999999
2804003,5,2.795
2804003,9,3.6625
2804102,5,1.75
2804102,9,5.243749999999999
2804201,5,3.095
2804201,9,7.656250000000001
2804300,5,2.525
2804300,9,6.106249999999999
2804409,5,3.28
2804409,9,6.856249999999999
2804458,5,1.595
2804458,9,8.412499999999998
2804508,5,1.94
2804508,9,9.156249999999998
2804607,5,1.96
2804607,9,9.643749999999999
2804706,5,1.715
2804706,9,7.362500000000001
2804805,5,2.835
2804805,9,5.79375
2804904,5,3.265
2804904,9,8.6
2805000,5,2.225
2805000,9,4.79375
2805109,5,1.69
2805109,9,3.274999999999999
2805208,5,2.37
2805208,9,4.45
2805307,5,2.805
2805307,9,6.95
2805406,5,4.98
2805406,9,12.375
2805505,5,1.11
2805505,9,6.875
2805604,5,2.13
2805604,9,9.081249999999999
2805703,5,2.21
2805703,9,6.025
2805802,5,3.035
2805802,9,8.506250000000001
2805901,5,2.82
2805901,9,6.4875
2806008,5,1.975
2806008,9,6.774999999999999
2806107,5,1.585
2806107,9,5.03125
2806206,5,2.065
2806206,9,4.54375
2806305,5,1.515
2806305,9,7.881250000000001
2806404,5,2.4
2806404,9,7.64375
2806503,5,2.33
2806503,9,3.325
2806602,5,2.55
2806602,9,4.6625
2806701,5,4.255000000000001
2806701,9,5.68125
2806800,5,2.905
2806800,9,8.381250000000001
2806909,5,1.835
2806909,9,4.6875
2807006,5,.695
2807006,9,5.350000000000001
2807105,5,1.94
2807105,9,6.868749999999999
2807204,5,1.695
2807204,9,3.399999999999999
2807303,5,2.745
2807303,9,3.91875
2807402,5,3.044999999999999
2807402,9,9.1875
2807501,5,3.33
2807501,9,12.7
2807600,5,2.855
2807600,9,9.468750000000002
2900108,5,2.294999999999999
2900108,9,7.850000000000001
2900207,5,1.985000000000001
2900207,9,5.906249999999999
2900306,5,3.65
2900306,9,7.056249999999999
2900355,5,1.665
2900355,9,6.10625
2900405,5,2.38
2900405,9,7.931249999999999
2900504,5,2.875
2900504,9,10.06875
2900603,5,1.695
2900603,9,11.55
2900702,5,3.765000000000001
2900702,9,6.243749999999999
2900801,5,3.265000000000001
2900801,9,8.381250000000001
2900900,5,5.795
2900900,9,6.70625
2901007,5,1.885
2901007,9,4.806249999999999
2901106,5,1.66
2901106,9,4.531250000000001
2901155,5,2.43
2901155,9,6.575
2901205,5,2.295
2901205,9,7.687499999999998
2901304,5,2.17
2901304,9,5.99375
2901353,5,3.010000000000001
2901353,9,7.25625
2901403,5,2.375
2901403,9,6.4625
2901502,5,1.885
2901502,9,6.125000000000001
2901601,5,2.25
2901601,9,6.325
2901700,5,3.88
2901700,9,8.4125
2901809,5,4.734999999999999
2901809,9,8.656249999999998
2901908,5,2.419999999999999
2901908,9,6.143750000000002
2901957,5,4.41
2901957,9,13.88125
2902005,5,2.425
2902005,9,8.012499999999999
2902054,5,2.555
2902054,9,8.606249999999999
2902104,5,5.33
2902104,9,10.73125
2902203,5,1.44
2902203,9,3.99375
2902252,5,5.58
2902252,9,8.950000000000001
2902302,5,6.904999999999998
2902302,9,11.625
2902401,5,4.514999999999999
2902401,9,5.487500000000001
2902500,5,2.75
2902500,9,8.443750000000001
2902609,5,2.535
2902609,9,7.21875
2902658,5,7.275000000000001
2902658,9,11.86875
2902708,5,3.4
2902708,9,10.81875
2902807,5,1.605
2902807,9,5.912500000000001
2902906,5,3.51
2902906,9,13.1
2903003,5,1.135
2903003,9,5.043750000000001
2903102,5,9.865
2903102,9,6.131250000000001
2903201,5,3.48
2903201,9,6.29375
2903235,5,1.51
2903235,9,7.0125
2903276,5,6.965000000000001
2903276,9,8.993749999999999
2903300,5,2.169999999999999
2903300,9,4.36875
2903409,5,3.490000000000001
2903409,9,7.299999999999999
2903508,5,3.705
2903508,9,7.40625
2903607,5,3.919999999999999
2903607,9,12.3
2903706,5,2.215
2903706,9,6.45625
2903805,5,3.635
2903805,9,11.0875
2903904,5,2.275
2903904,9,7.106249999999999
2903953,5,4.145
2903953,9,12.1625
2904001,5,1.395
2904001,9,6.106249999999998
2904050,5,2.61
2904050,9,6.081250000000001
2904100,5,2.465
2904100,9,7.362499999999999
2904209,5,.905
2904209,9,4.225000000000001
2904308,5,.905
2904308,9,3.3375
2904407,5,5.660000000000001
2904407,9,8.874999999999998
2904506,5,2.93
2904506,9,9.06875
2904605,5,1.885
2904605,9,6.05625
2904704,5,4.42
2904704,9,10.13125
2904753,5,.9049999999999999
2904753,9,6.574999999999999
2904803,5,7.030000000000001
2904803,9,14.66875
2904852,5,2.775
2904852,9,7.45
2904902,5,5.99
2904902,9,9.94375
2905008,5,1.455
2905008,9,5.825
2905107,5,4.425000000000002
2905107,9,8.78125
2905156,5,2.14
2905156,9,7.574999999999999
2905206,5,1.325
2905206,9,4.912499999999999
2905305,5,1.415
2905305,9,8.362499999999999
2905404,5,7.075000000000001
2905404,9,10.6125
2905503,5,2.19
2905503,9,8.337499999999999
2905602,5,5.6
2905602,9,6.24375
2905701,5,3.525000000000001
2905701,9,4.98125
2905800,5,5.13
2905800,9,9.512499999999999
2905909,5,3.444999999999999
2905909,9,10.40625
2906006,5,3.675
2906006,9,7.393750000000001
2906105,5,2.635
2906105,9,8.225000000000001
2906204,5,1.495
2906204,9,6.518750000000001
2906303,5,4.045
2906303,9,10.5375
2906402,5,3.8
2906402,9,6.20625
2906501,5,4.835
2906501,9,6.11875
2906600,5,1.905
2906600,9,8.024999999999999
2906709,5,3.915
2906709,9,12.9875
2906808,5,3.19
2906808,9,9.418750000000001
2906824,5,2.46
2906824,9,7.75625
2906857,5,1.495
2906857,9,5.5375
2906873,5,2.835
2906873,9,7.543749999999998
2906899,5,3.48
2906899,9,10.3375
2906907,5,3.41
2906907,9,8.24375
2907004,5,2.49
2907004,9,4.15
2907103,5,1.355
2907103,9,5.537500000000001
2907202,5,7.279999999999999
2907202,9,11.70625
2907301,5,2.114999999999999
2907301,9,5.35
2907400,5,3.405
2907400,9,8.46875
2907509,5,1.855
2907509,9,4.825000000000001
2907558,5,1.24
2907558,9,4.774999999999999
2907608,5,3.035000000000001
2907608,9,6.993749999999999
2907707,5,3.145
2907707,9,5.34375
2907806,5,4.88
2907806,9,11.0375
2907905,5,4.825
2907905,9,8.63125
2908002,5,2.545
2908002,9,8.381250000000001
2908101,5,2.775
2908101,9,10.09375
2908200,5,1.71
2908200,9,4.762499999999999
2908309,5,5.95
2908309,9,6.493749999999999
2908408,5,5.159999999999999
2908408,9,6.981249999999999
2908507,5,1.875
2908507,9,4.225
2908606,5,2.115
2908606,9,3.98125
2908705,5,1.72
2908705,9,5.2875
2908804,5,1.35
2908804,9,8.0875
2908903,5,2.88
2908903,9,6.131250000000001
2909000,5,1.175
2909000,9,6.91875
2909109,5,3.420000000000001
2909109,9,9.00625
2909208,5,2.98
2909208,9,13.4625
2909307,5,1.96
2909307,9,6.618749999999999
2909406,5,2.56
2909406,9,7.293750000000001
2909505,5,1.415
2909505,9,7.725
2909604,5,1.95
2909604,9,7.03125
2909703,5,1.16
2909703,9,6.950000000000001
2909802,5,3.365
2909802,9,4.474999999999999
2909901,5,1.895
2909901,9,6.181249999999999
2910008,5,6.224999999999999
2910008,9,8.306249999999999
2910057,5,2.73
2910057,9,4.281250000000001
2910107,5,5.670000000000001
2910107,9,11.6
2910206,5,2.45
2910206,9,6.61875
2910305,5,1.08
2910305,9,2.543750000000001
2910404,5,2.38
2910404,9,6.5625
2910503,5,6.779999999999999
2910503,9,7.281250000000001
2910602,5,2.165
2910602,9,4.66875
2910701,5,3.54
2910701,9,8.943749999999998
2910727,5,2.874999999999999
2910727,9,6.06875
2910750,5,1.545
2910750,9,6.812499999999999
2910776,5,1.105
2910776,9,6.3875
2910800,5,6.369999999999999
2910800,9,6.462500000000001
2910859,5,2.085
2910859,9,8.443749999999998
2910909,5,4.855000000000001
2910909,9,15.80625
2911006,5,3.31
2911006,9,6.33125
2911105,5,4.425
2911105,9,7.193749999999999
2911204,5,2.38
2911204,9,5.356250000000001
2911253,5,2.295
2911253,9,5.09375
2911303,5,2.715
2911303,9,5.89375
2911402,5,1.425
2911402,9,9.393750000000001
2911501,5,3.095
2911501,9,8.387500000000001
2911600,5,1.745
2911600,9,4.774999999999999
2911659,5,1.185
2911659,9,4.862499999999999
2911709,5,1.22
2911709,9,4.274999999999999
2911808,5,3.534999999999999
2911808,9,7.375
2911857,5,2.445
2911857,9,8.706250000000001
2911907,5,1.695
2911907,9,6.668749999999999
2912004,5,1.135
2912004,9,5.00625
2912103,5,2.885
2912103,9,11.80625
2912202,5,1.865000000000001
2912202,9,5.881250000000001
2912301,5,8.695
2912301,9,13.5125
2912400,5,2.08
2912400,9,5.36875
2912509,5,1.395
2912509,9,6.2125
2912608,5,3.235000000000001
2912608,9,7.1375
2912707,5,3.095
