FID,NM_MUNICIP,CD_GEOCMU,x_cent,y_cent
1305,PARAOPEBA,3147402,-44.452663868400002,-19.272196399300000
1306,PASSABÉM,3147501,-43.175299841499999,-19.360287407500000
1307,PASSA QUATRO,3147600,-44.968339876599998,-22.405781504200000
1308,PASSA TEMPO,3147709,-44.491098993599998,-20.648934404700000
1309,PASSA-VINTE,3147808,-44.261506863500003,-22.182922969200000
1310,PASSOS,3147907,-46.621993455800002,-20.718580153500000
1311,PATIS,3147956,-44.101417228099997,-16.080637022800001
1312,PATOS DE MINAS,3148004,-46.507718341500002,-18.597007557600001
1313,PATROCÍNIO,3148103,-47.051254878100004,-18.970515604500001
1314,PATROCÍNIO DO MURIAÉ,3148202,-42.252986705600001,-21.167152767899999
1315,PAULA CÂNDIDO,3148301,-42.984976186799997,-20.855880211500001
1316,PAULISTAS,3148400,-42.865272703599999,-18.458201378500000
1317,PAVÃO,3148509,-41.061623724500002,-17.471519543199999
1318,PEÇANHA,3148608,-42.510362936100002,-18.557060396600001
1319,PEDRA AZUL,3148707,-41.184234245399999,-15.955068993699999
1320,PEDRA BONITA,3148756,-42.375301853300002,-20.476643065200001
1321,PEDRA DO ANTA,3148806,-42.721324982299997,-20.592975007700002
1322,PEDRA DO INDAIÁ,3148905,-45.229311709900003,-20.286879506599998
1323,PEDRA DOURADA,3149002,-42.154905745000001,-20.827693829699999
1324,PEDRALVA,3149101,-45.453892960799998,-22.249612411899999
1325,PEDRAS DE MARIA DA CRUZ,3149150,-44.323655252000002,-15.625738813300000
1326,PEDRINÓPOLIS,3149200,-47.510276808500002,-19.192253439100000
1327,PEDRO LEOPOLDO,3149309,-44.052792904299999,-19.639888762500000
1328,PEDRO TEIXEIRA,3149408,-43.729117056100002,-21.725281127100001
1329,PEQUERI,3149507,-43.132098469799999,-21.825873121699999
1330,PEQUI,3149606,-44.635787425200000,-19.604757154100000
1331,PERDIGÃO,3149705,-45.057902055699998,-19.940239723000001
1332,PERDIZES,3149804,-47.195991734300001,-19.400150877200002
1333,PERDÕES,3149903,-45.064776906399999,-21.075927241100000
1334,PERIQUITO,3149952,-42.231825971100001,-19.084231512500001
1335,PESCADOR,3150000,-41.560067614799998,-18.331132385899998
1336,PIAU,3150109,-43.316744286700001,-21.502383944900000
1337,PIEDADE DE CARATINGA,3150158,-42.044713680699999,-19.763026779800001
1338,PIEDADE DE PONTE NOVA,3150208,-42.718066618800002,-20.241710039499999
1339,PIEDADE DO RIO GRANDE,3150307,-44.155475928500003,-21.484035593600002
1340,PIEDADE DOS GERAIS,3150406,-44.246439481499998,-20.474052435899999
1341,PIMENTA,3150505,-45.831309965099997,-20.530491862600002
1342,PINGO-D'ÁGUA,3150539,-42.421844256299998,-19.743405567600000
1343,PINTÓPOLIS,3150570,-45.247247314299997,-16.049381155399999
1344,PIRACEMA,3150604,-44.422709854200001,-20.522241178200002
1345,PIRAJUBA,3150703,-48.657760178899998,-19.940254491800001
1346,PIRANGA,3150802,-43.299016221000002,-20.633254573300000
1347,PIRANGUÇU,3150901,-45.515469474600003,-22.556638832299999
1348,PIRANGUINHO,3151008,-45.586552432500000,-22.362977130299999
1349,PIRAPETINGA,3151107,-42.363931776599998,-21.679086673200000
1350,PIRAPORA,3151206,-44.867447486700001,-17.393346706500001
1351,PIRAÚBA,3151305,-43.029695113199999,-21.263778678000001
1352,PITANGUI,3151404,-44.886452417599997,-19.587790422299999
1353,PIUMHI,3151503,-46.050403954899998,-20.441441070900002
1354,PLANURA,3151602,-48.646263603100003,-20.081250532799999
1355,POÇO FUNDO,3151701,-45.993327259799997,-21.806268757200002
1356,POÇOS DE CALDAS,3151800,-46.563295124000000,-21.808024111900000
1357,POCRANE,3151909,-41.557151270600002,-19.584949685400002
1358,POMPÉU,3152006,-44.923584710699998,-19.131141632300000
1359,PONTE NOVA,3152105,-42.917387041700003,-20.412149212399999
1360,PONTO CHIQUE,3152131,-44.973616429200000,-16.608804858999999
1361,PONTO DOS VOLANTES,3152170,-41.474426942999997,-16.834228112900000
1362,PORTEIRINHA,3152204,-43.075823111200002,-15.716600144499999
1363,PORTO FIRME,3152303,-43.080365983100002,-20.663584748100000
1364,POTÉ,3152402,-41.769344104100000,-17.814975259899999
1365,POUSO ALEGRE,3152501,-45.939971199399999,-22.264900939000000
1366,POUSO ALTO,3152600,-44.932561644400003,-22.175423224500001
1367,PRADOS,3152709,-44.063463356000000,-21.098587586499999
1368,PRATA,3152808,-48.954197144600002,-19.329875746999999
1369,PRATÁPOLIS,3152907,-46.862717676800003,-20.787336531299999
1370,PRATINHA,3153004,-46.402569734499998,-19.759763556700001
1371,PRESIDENTE BERNARDES,3153103,-43.154775481000001,-20.770439665200001
1372,PRESIDENTE JUSCELINO,3153202,-44.083258854900002,-18.726055211900000
1373,PRESIDENTE KUBITSCHEK,3153301,-43.578097001600000,-18.633916620299999
1374,PRESIDENTE OLEGÁRIO,3153400,-46.336190141300001,-18.239189349499998
1375,ALTO JEQUITIBÁ,3153509,-41.948846963999998,-20.437248306800001
1376,PRUDENTE DE MORAIS,3153608,-44.111442339299998,-19.464455172800001
1377,QUARTEL GERAL,3153707,-45.603072799099998,-19.279769371299999
1378,QUELUZITO,3153806,-43.890759273999997,-20.732107334900000
1379,RAPOSOS,3153905,-43.783159592499999,-19.980931064000000
1380,RAUL SOARES,3154002,-42.390204703099997,-20.013182444500000
1381,RECREIO,3154101,-42.437849952000001,-21.519777431800001
1382,REDUTO,3154150,-41.940295330600001,-20.237809992700001
1383,RESENDE COSTA,3154200,-44.292036513600003,-20.837451001000002
1384,RESPLENDOR,3154309,-41.153088621599998,-19.211933932299999
1385,RESSAQUINHA,3154408,-43.753197403999998,-21.085411991600001
1386,RIACHINHO,3154457,-45.927942665499998,-16.276690870100001
1387,RIACHO DOS MACHADOS,3154507,-42.993420725400000,-16.054479141900000
1388,RIBEIRÃO DAS NEVES,3154606,-44.072028567499999,-19.779563435299998
1389,RIBEIRÃO VERMELHO,3154705,-45.073063089199998,-21.147887393000001
1390,RIO ACIMA,3154804,-43.771992343500003,-20.105843015400001
1391,RIO CASCA,3154903,-42.660615478300002,-20.140939971300000
1392,RIO DOCE,3155009,-42.906526323900003,-20.215593494499998
1393,RIO DO PRADO,3155108,-40.555792108100000,-16.676569032300002
1394,RIO ESPERA,3155207,-43.492077337100000,-20.867881670399999
1395,RIO MANSO,3155306,-44.344960531700004,-20.267053712199999
1396,RIO NOVO,3155405,-43.143909838399999,-21.468570896199999
1397,RIO PARANAÍBA,3155504,-46.298919582300002,-19.240004780700001
1398,RIO PARDO DE MINAS,3155603,-42.551363721599998,-15.708961805500000
1399,RIO PIRACICABA,3155702,-43.149200673599999,-19.970814594200000
1400,RIO POMBA,3155801,-43.171800434799998,-21.248379907400000
1401,RIO PRETO,3155900,-43.878621704499999,-22.041026671299999
1402,RIO VERMELHO,3156007,-43.055059621300003,-18.254666709300000
1403,RITÁPOLIS,3156106,-44.376400594400003,-20.982289214900000
1404,ROCHEDO DE MINAS,3156205,-43.028564509699997,-21.641013892000000
1405,RODEIRO,3156304,-42.841312858499997,-21.210682429500000
1406,ROMARIA,3156403,-47.562556972599999,-18.903532418299999
1407,ROSÁRIO DA LIMEIRA,3156452,-42.511410738899997,-20.979373843200001
1408,RUBELITA,3156502,-42.233964419000003,-16.367658720200001
1409,RUBIM,3156601,-40.494238054800000,-16.463875583699998
1410,SABARÁ,3156700,-43.779147153300002,-19.851280366499999
1411,SABINÓPOLIS,3156809,-43.063516421599999,-18.650897526300000
1412,SACRAMENTO,3156908,-47.266378871199997,-19.904487861100002
1413,SALINAS,3157005,-42.152069080300002,-16.111138521400001
1414,SALTO DA DIVISA,3157104,-40.029230231100001,-16.110472231500001
1415,SANTA BÁRBARA,3157203,-43.475135218399998,-20.028948423900001
1416,SANTA BÁRBARA DO LESTE,3157252,-42.106604244800003,-19.945138656400001
1417,SANTA BÁRBARA DO MONTE VERDE,3157278,-43.694468749499997,-21.963941463600001
1418,SANTA BÁRBARA DO TUGÚRIO,3157302,-43.531503383699999,-21.245077515500000
1419,SANTA CRUZ DE MINAS,3157336,-44.217297069499999,-21.120309345399999
1420,SANTA CRUZ DE SALINAS,3157377,-41.789861255600002,-16.050738515700001
1421,SANTA CRUZ DO ESCALVADO,3157401,-42.814007550600003,-20.230612111399999
1422,SANTA EFIGÊNIA DE MINAS,3157500,-42.404339593499998,-18.862834135899998
1423,SANTA FÉ DE MINAS,3157609,-45.557072059600003,-16.701469969100000
1424,SANTA HELENA DE MINAS,3157658,-40.658835779199997,-16.901978409700000
1425,SANTA JULIANA,3157708,-47.509101805599997,-19.380274584700000
1426,SANTA LUZIA,3157807,-43.836619948200003,-19.744802905099998
1427,SANTA MARGARIDA,3157906,-42.266161760099997,-20.428137716100000
1428,SANTA MARIA DE ITABIRA,3158003,-43.044926927900001,-19.435293419299999
1429,SANTA MARIA DO SALTO,3158102,-40.116353905300002,-16.307343245300000
1430,SANTA MARIA DO SUAÇUÍ,3158201,-42.324347840400002,-18.258482732600001
1431,SANTANA DA VARGEM,3158300,-45.505355102499998,-21.270575196399999
1432,SANTANA DE CATAGUASES,3158409,-42.556145627799999,-21.282114690899999
1433,SANTANA DE PIRAPAMA,3158508,-43.901122241099998,-18.915768371999999
1434,SANTANA DO DESERTO,3158607,-43.182805586400001,-21.945970609100002
1435,SANTANA DO GARAMBÉU,3158706,-44.066118305000003,-21.636925404599999
1436,SANTANA DO JACARÉ,3158805,-45.062075948199997,-20.883109725699999
1437,SANTANA DO MANHUAÇU,3158904,-41.892311072100000,-20.055957708699999
1438,SANTANA DO PARAÍSO,3158953,-42.520474489300000,-19.385069660999999
1439,SANTANA DO RIACHO,3159001,-43.644674832299998,-19.188681081999999
1440,SANTANA DOS MONTES,3159100,-43.669814303000003,-20.796861724799999
1441,SANTA RITA DE CALDAS,3159209,-46.271394691799998,-22.023719593199999
1442,SANTA RITA DE JACUTINGA,3159308,-44.091849401899999,-22.101530973300001
1443,SANTA RITA DE MINAS,3159357,-42.123264660300002,-19.875036803000000
1444,SANTA RITA DE IBITIPOCA,3159407,-43.930200978899997,-21.577217825400002
1445,SANTA RITA DO ITUETO,3159506,-41.388685785200003,-19.412807609500000
1446,SANTA RITA DO SAPUCAÍ,3159605,-45.682757152599997,-22.237039505799999
1447,SANTA ROSA DA SERRA,3159704,-45.999768122900001,-19.562043697600000
1448,SANTA VITÓRIA,3159803,-50.275593107699997,-18.989618498599999
1449,SANTO ANTÔNIO DO AMPARO,3159902,-44.942787228900002,-20.916223765700000
1450,SANTO ANTÔNIO DO AVENTUREIRO,3160009,-42.811524282900002,-21.751443703000000
1451,SANTO ANTÔNIO DO GRAMA,3160108,-42.603925552400000,-20.322177305699999
1452,SANTO ANTÔNIO DO ITAMBÉ,3160207,-43.266743017800003,-18.478408512000001
1453,SANTO ANTÔNIO DO JACINTO,3160306,-40.277476054899999,-16.503649290999999
1454,SANTO ANTÔNIO DO MONTE,3160405,-45.292268575800001,-20.083049010400000
1455,SANTO ANTÔNIO DO RETIRO,3160454,-42.660995235599998,-15.288146026600000
1456,SANTO ANTÔNIO DO RIO ABAIXO,3160504,-43.249048633100003,-19.241403109899998
1457,SANTO HIPÓLITO,3160603,-44.172391132700000,-18.390204275500000
1458,SANTOS DUMONT,3160702,-43.525719260999999,-21.457727061200000
1459,SÃO BENTO ABADE,3160801,-45.072326510899998,-21.570056948900000
1460,SÃO BRÁS DO SUAÇUÍ,3160900,-43.972401675299999,-20.627495291399999
1461,SÃO DOMINGOS DAS DORES,3160959,-42.030863893000003,-19.524606894100000
1462,SÃO DOMINGOS DO PRATA,3161007,-42.903229945800000,-19.903044918900001
1463,SÃO FÉLIX DE MINAS,3161056,-41.448559623000001,-18.568623080700000
1464,SÃO FRANCISCO,3161106,-44.861289292300000,-15.896469163400001
1465,SÃO FRANCISCO DE PAULA,3161205,-44.995400021300000,-20.716548832600001
1466,SÃO FRANCISCO DE SALES,3161304,-49.859426393600003,-19.796751836700000
1467,SÃO FRANCISCO DO GLÓRIA,3161403,-42.282276080199999,-20.791916271000002
1468,SÃO GERALDO,3161502,-42.829108750200000,-20.910600402000000
1469,SÃO GERALDO DA PIEDADE,3161601,-42.310362064800003,-18.896328774800001
1470,SÃO GERALDO DO BAIXIO,3161650,-41.366863551800002,-18.916807751299999
1471,SÃO GONÇALO DO ABAETÉ,3161700,-45.545918182800001,-18.176724550100001
1472,SÃO GONÇALO DO PARÁ,3161809,-44.828438229900001,-19.983872349199999
1473,SÃO GONÇALO DO RIO ABAIXO,3161908,-43.321367760999998,-19.817152780699999
1474,SÃO GONÇALO DO SAPUCAÍ,3162005,-45.594350181499998,-21.911010620999999
1475,SÃO GOTARDO,3162104,-45.999484189699999,-19.359919615900001
1476,SÃO JOÃO BATISTA DO GLÓRIA,3162203,-46.438625705299998,-20.577154895100001
1477,SÃO JOÃO DA LAGOA,3162252,-44.334765068499998,-16.859782614699999
1478,SÃO JOÃO DA MATA,3162302,-45.923191338899997,-21.942587738899999
1479,SÃO JOÃO DA PONTE,3162401,-43.895268300500000,-15.908449153799999
1480,SÃO JOÃO DAS MISSÕES,3162450,-44.227719726600000,-14.891893180000000
1481,SÃO JOÃO DEL REI,3162500,-44.274429236300001,-21.263147263699999
1482,SÃO JOÃO DO MANHUAÇU,3162559,-42.153480840299999,-20.369992885999999
1483,SÃO JOÃO DO MANTENINHA,3162575,-41.164358306600001,-18.752620311299999
1484,SÃO JOÃO DO ORIENTE,3162609,-42.170337984100001,-19.353958653799999
1485,SÃO JOÃO DO PACUÍ,3162658,-44.524364620299998,-16.555320402700001
1486,SÃO JOÃO DO PARAÍSO,3162708,-41.976885251399999,-15.342813379800001
1487,SÃO JOÃO EVANGELISTA,3162807,-42.775598800099999,-18.513626469500000
1488,SÃO JOÃO NEPOMUCENO,3162906,-43.003247415099999,-21.583020885400000
1489,SÃO JOAQUIM DE BICAS,3162922,-44.249000866999999,-20.070850216600000
1490,SÃO JOSÉ DA BARRA,3162948,-46.244877959800000,-20.749233104999998
1491,SÃO JOSÉ DA LAPA,3162955,-43.990399259100002,-19.696890652299999
1492,SÃO JOSÉ DA SAFIRA,3163003,-42.123352509599997,-18.317511825000000
1493,SÃO JOSÉ DA VARGINHA,3163102,-44.561510200299999,-19.696075752500001
1494,SÃO JOSÉ DO ALEGRE,3163201,-45.517791994699998,-22.330382581300000
1495,SÃO JOSÉ DO DIVINO,3163300,-41.375979778500003,-18.398280184899999
1496,SÃO JOSÉ DO GOIABAL,3163409,-42.695506008999999,-19.932229373799998
1497,SÃO JOSÉ DO JACURI,3163508,-42.668271212299999,-18.242868023600000
1498,SÃO JOSÉ DO MANTIMENTO,3163607,-41.770042413799999,-20.020126778000002
1499,SÃO LOURENÇO,3163706,-45.034284783899999,-22.117149125299999
1500,SÃO MIGUEL DO ANTA,3163805,-42.710833928800000,-20.726823572299999
1501,SÃO PEDRO DA UNIÃO,3163904,-46.641947416199997,-21.126831557100001
1502,SÃO PEDRO DOS FERROS,3164001,-42.569843692500001,-20.054191009400000
1503,SÃO PEDRO DO SUAÇUÍ,3164100,-42.592628736000002,-18.347889646500001
1504,SÃO ROMÃO,3164209,-45.406299948099999,-16.389449282600001
1505,SÃO ROQUE DE MINAS,3164308,-46.513549104699997,-20.187040100000001
1506,SÃO SEBASTIÃO DA BELA VISTA,3164407,-45.775802637399998,-22.161150203700000
1507,SÃO SEBASTIÃO DA VARGEM ALEGRE,3164431,-42.599234093000000,-21.024256241000000
1508,SÃO SEBASTIÃO DO ANTA,3164472,-41.957316149900002,-19.507235776000002
1509,SÃO SEBASTIÃO DO MARANHÃO,3164506,-42.541182919800001,-18.059732177200001
1510,SÃO SEBASTIÃO DO OESTE,3164605,-45.044232736200001,-20.251584795700001
1511,SÃO SEBASTIÃO DO PARAÍSO,3164704,-47.006409402199999,-20.922415736800001
1512,SÃO SEBASTIÃO DO RIO PRETO,3164803,-43.219483154099997,-19.300504211500002
1513,SÃO SEBASTIÃO DO RIO VERDE,3164902,-45.024822284800003,-22.219437784899998
1514,SÃO TIAGO,3165008,-44.560354848899998,-20.938535633099999
1515,SÃO TOMÁS DE AQUINO,3165107,-47.127224757400000,-20.786165522299999
1516,SÃO THOMÉ DAS LETRAS,3165206,-44.963794221999997,-21.733340641400002
1517,SÃO VICENTE DE MINAS,3165305,-44.474321425399999,-21.667052816599998
1518,SAPUCAÍ-MIRIM,3165404,-45.848557027100000,-22.786298695799999
1519,SARDOÁ,3165503,-42.407048027899997,-18.775480507800001
1520,SARZEDO,3165537,-44.121043301299999,-20.059144626900000
1521,SETUBINHA,3165552,-42.156822312000003,-17.622499681699999
1522,SEM-PEIXE,3165560,-42.825120967600000,-20.080051844200000
1523,SENADOR AMARAL,3165578,-46.217128208200002,-22.557663919500001
1524,SENADOR CORTES,3165602,-42.909188660399998,-21.770438431500001
1525,SENADOR FIRMINO,3165701,-43.104489996100000,-20.904272729599999
1526,SENADOR JOSÉ BENTO,3165800,-46.141076712900002,-22.156763651199999
1527,SENADOR MODESTINO GONÇALVES,3165909,-43.240950922499998,-17.855245174699999
1528,SENHORA DE OLIVEIRA,3166006,-43.349449023200002,-20.800999936699998
1529,SENHORA DO PORTO,3166105,-43.080527064499996,-18.913206259900001
1530,SENHORA DOS REMÉDIOS,3166204,-43.600222592800002,-21.031243795000002
1531,SERICITA,3166303,-42.458722721100003,-20.492319395399999
1532,SERITINGA,3166402,-44.459599542500001,-21.916520191499998
1533,SERRA AZUL DE MINAS,3166501,-43.207277932200000,-18.390648079599998
1534,SERRA DA SAUDADE,3166600,-45.777247206299997,-19.385546917700001
1535,SERRA DOS AIMORÉS,3166709,-40.264433556500002,-17.784094027799998
1536,SERRA DO SALITRE,3166808,-46.654527430599998,-19.159140623399999
1537,SERRANIA,3166907,-46.092807826700003,-21.554019343800000
1538,SERRANÓPOLIS DE MINAS,3166956,-42.860924047099999,-15.856824720900001
1539,SERRANOS,3167004,-44.536890424799999,-21.830990559300002
1540,SERRO,3167103,-43.401781289799999,-18.536423781500002
1541,SETE LAGOAS,3167202,-44.253469051400003,-19.437172072799999
1542,SILVEIRÂNIA,3167301,-43.203043955600002,-21.143368060699999
1543,SILVIANÓPOLIS,3167400,-45.805583773000002,-22.036895939000001
1544,SIMÃO PEREIRA,3167509,-43.292982812699996,-21.964229186099999
1545,SIMONÉSIA,3167608,-41.987260734600000,-19.998955628000001
1546,SOBRÁLIA,3167707,-42.145858223600001,-19.218229880700001
1547,SOLEDADE DE MINAS,3167806,-45.027609248499999,-22.026956905799999
1548,TABULEIRO,3167905,-43.256171683900000,-21.363354707500001
1549,TAIOBEIRAS,3168002,-42.056107828800002,-15.824494775900000
1550,TAPARUBA,3168051,-41.611560135600001,-19.738614141399999
1551,TAPIRA,3168101,-46.868282307699999,-19.915842977200001
1552,TAPIRAÍ,3168200,-46.160679842400000,-19.876198598700000
1553,TAQUARAÇU DE MINAS,3168309,-43.685620966599998,-19.634010963400002
1554,TARUMIRIM,3168408,-41.901916964300000,-19.301466343200001
1555,TEIXEIRAS,3168507,-42.862463723099999,-20.632124693300000
1556,TEÓFILO OTONI,3168606,-41.383655366799999,-17.714603333800000
1557,TIMÓTEO,3168705,-42.602630040000001,-19.558007080500001
1558,TIRADENTES,3168804,-44.154617890700003,-21.116425002900002
1559,TIROS,3168903,-45.824077444200000,-18.860057328500002
1560,TOCANTINS,3169000,-43.026477985699998,-21.177474873100000
1561,TOCOS DO MOJI,3169059,-46.146491574000002,-22.358692905800002
1562,TOLEDO,3169109,-46.383216760099998,-22.705712041799998
1563,TOMBOS,3169208,-42.064171420900003,-20.881900840099998
1564,TRÊS CORAÇÕES,3169307,-45.204893223900001,-21.686406061500001
1565,TRÊS MARIAS,3169356,-45.069157137900000,-18.297840876399999
1566,TRÊS PONTAS,3169406,-45.498160607700001,-21.393544849900000
1567,TUMIRITINGA,3169505,-41.705497291000000,-19.015004111900002
1568,TUPACIGUARA,3169604,-48.755280348600003,-18.534866777500000
1569,TURMALINA,3169703,-42.839942218300003,-17.244466303700001
1570,TURVOLÂNDIA,3169802,-45.799678148100000,-21.884975692899999
1571,UBÁ,3169901,-42.965273721700001,-21.105328651000001
1572,UBAÍ,3170008,-44.847681993999998,-16.364025509299999
1573,UBAPORANGA,3170057,-42.069941953200001,-19.660522384299998
1574,UBERABA,3170107,-47.977162080200003,-19.580931297700001
1575,UBERLÂNDIA,3170206,-48.331737017800002,-19.027771458899998
1576,UMBURATIBA,3170305,-40.666907176000002,-17.272386599400001
1577,UNAÍ,3170404,-46.819723233200001,-16.375834661100001
1578,UNIÃO DE MINAS,3170438,-50.342951754500000,-19.408436503699999
1579,URUANA DE MINAS,3170479,-46.319613723300002,-16.092586936400000
1580,URUCÂNIA,3170503,-42.729791894599998,-20.325313577999999
1581,URUCUIA,3170529,-45.572878625100003,-16.028639195200000
1582,VARGEM ALEGRE,3170578,-42.321296418800003,-19.603679707000001
1583,VARGEM BONITA,3170602,-46.336151023900001,-20.431277153300002
1584,VARGEM GRANDE DO RIO PARDO,3170651,-42.298939940799997,-15.340663822400000
1585,VARGINHA,3170701,-45.409108383499998,-21.557484453699999
1586,VARJÃO DE MINAS,3170750,-45.935191624100000,-18.466553518000001
1587,VÁRZEA DA PALMA,3170800,-44.727268704899998,-17.495739987000000
1588,VARZELÂNDIA,3170909,-43.934430051000000,-15.641475846500001
1589,VAZANTE,3171006,-46.867624275700003,-17.869152282000002
1590,VERDELÂNDIA,3171030,-43.628299974900003,-15.540189730700000
1591,VEREDINHA,3171071,-42.725249878200003,-17.487664820100001
1592,VERÍSSIMO,3171105,-48.340914782600002,-19.602467276999999
1593,VERMELHO NOVO,3171154,-42.254298734700001,-20.033985342499999
1594,VESPASIANO,3171204,-43.944852911500000,-19.730967177800000
1595,VIÇOSA,3171303,-42.885512713300002,-20.740420001600000
1596,VIEIRAS,3171402,-42.281985715200001,-20.912644889399999
1597,MATHIAS LOBATO,3171501,-41.927182379400001,-18.611134308400000
1598,VIRGEM DA LAPA,3171600,-42.339624885799999,-16.715470535200001
1599,VIRGÍNIA,3171709,-45.108513303800002,-22.341940600600001
1600,VIRGINÓPOLIS,3171808,-42.670290803100002,-18.791881066199998
1601,VIRGOLÂNDIA,3171907,-42.317545942300001,-18.451669694100001
1602,VISCONDE DO RIO BRANCO,3172004,-42.839965021200001,-21.011577296900001
1603,VOLTA GRANDE,3172103,-42.557356450299999,-21.758022337900002
1604,WENCESLAU BRAZ,3172202,-45.401369536799997,-22.554683394700000
1605,AFONSO CLÁUDIO,3200102,-41.126513804200002,-20.089426725700001
1606,ÁGUIA BRANCA,3200136,-40.749506049300003,-18.970334247899999
1607,ÁGUA DOCE DO NORTE,3200169,-40.996758627200002,-18.516648875400001
1608,ALEGRE,3200201,-41.512239594699999,-20.719347586700000
1609,ALFREDO CHAVES,3200300,-40.827045780100001,-20.563888045700001
1610,ALTO RIO NOVO,3200359,-40.987197388200002,-19.022115037799999
1611,ANCHIETA,3200409,-40.686033111900002,-20.719215580699998
1612,APIACÁ,3200508,-41.554142340200002,-21.072135954099998
1613,ARACRUZ,3200607,-40.175959040099997,-19.765977495700000
1614,ATILIO VIVACQUA,3200706,-41.187172389099999,-20.962954535000001
1615,BAIXO GUANDU,3200805,-40.982836257499997,-19.569877527300001
1616,BARRA DE SÃO FRANCISCO,3200904,-40.831549378900000,-18.666019667499999
1617,BOA ESPERANÇA,3201001,-40.329070529699997,-18.484787470299999
1618,BOM JESUS DO NORTE,3201100,-41.633840478499998,-21.084462721500000
1619,BREJETUBA,3201159,-41.296939394399999,-20.125373906899998
1620,CACHOEIRO DE ITAPEMIRIM,3201209,-41.189641666800000,-20.767768965500000
1621,CARIACICA,3201308,-40.442128660900003,-20.290682237500000
1622,CASTELO,3201407,-41.203981451799997,-20.551674469999998
1623,COLATINA,3201506,-40.655589117600002,-19.486260997799999
1624,CONCEIÇÃO DA BARRA,3201605,-39.833156462200002,-18.445552076599999
1625,CONCEIÇÃO DO CASTELO,3201704,-41.265983311500001,-20.370677996100000
1626,DIVINO DE SÃO LOURENÇO,3201803,-41.724524687799999,-20.586725343600001
1627,DOMINGOS MARTINS,3201902,-40.849138567899999,-20.307803655600001
1628,DORES DO RIO PRETO,3202009,-41.812111000400002,-20.635009503799999
1629,ECOPORANGA,3202108,-40.807693156299997,-18.265583600799999
1630,FUNDÃO,3202207,-40.355582673699999,-19.968739364200001
1631,GOVERNADOR LINDENBERG,3202256,-40.500011367600003,-19.205356496299999
1632,GUAÇUÍ,3202306,-41.705211982999998,-20.763387525300001
1633,GUARAPARI,3202405,-40.545790358200001,-20.585222246099999
1634,IBATIBA,3202454,-41.550303963300003,-20.250756714600001
1635,IBIRAÇU,3202504,-40.417867158000000,-19.834798857100001
1636,IBITIRAMA,3202553,-41.692623227100000,-20.485955969900001
1637,ICONHA,3202603,-40.857467964400001,-20.754935617099999
1638,IRUPI,3202652,-41.636751724100002,-20.331231880600001
1639,ITAGUAÇU,3202702,-40.864570520199997,-19.728437509199999
1640,ITAPEMIRIM,3202801,-40.946800709500003,-20.966909364399999
1641,ITARANA,3202900,-40.888986840500003,-19.949812050599999
1642,IÚNA,3203007,-41.656499559499998,-20.348480491400000
1643,JAGUARÉ,3203056,-40.004101475600002,-18.949650660500001
1644,JERÔNIMO MONTEIRO,3203106,-41.393649880799998,-20.813171694600001
1645,JOÃO NEIVA,3203130,-40.436886006100003,-19.715376614899998
1646,LARANJA DA TERRA,3203163,-41.057725340600001,-19.872581162500001
1647,LINHARES,3203205,-40.028745559199997,-19.382126584400002
1648,MANTENÓPOLIS,3203304,-41.071723631799998,-18.876424493199998
1649,MARATAÍZES,3203320,-40.893043728800002,-21.100464574200000
1650,MARECHAL FLORIANO,3203346,-40.773905286900003,-20.431242078600000
1651,MARILÂNDIA,3203353,-40.517942038599998,-19.435077402800001
1652,MIMOSO DO SUL,3203403,-41.376769824800000,-21.088610952000000
1653,MONTANHA,3203502,-40.275171672500001,-18.138860929600000
1654,MUCURICI,3203601,-40.512526108300001,-18.014732295100000
1655,MUNIZ FREIRE,3203700,-41.434972763099999,-20.426779229899999
1656,MUQUI,3203809,-41.343929648600003,-20.938256260300001
1657,NOVA VENÉCIA,3203908,-40.522781035300000,-18.698411552000000
1658,PANCAS,3204005,-40.817242355700003,-19.145543908899999
1659,PEDRO CANÁRIO,3204054,-40.037142186899999,-18.182428026699998
1660,PINHEIROS,3204104,-40.198200880100003,-18.369893733800001
1661,PIÚMA,3204203,-40.771933301600001,-20.837869467200001
1662,PONTO BELO,3204252,-40.514228451400001,-18.250775476000001
1663,PRESIDENTE KENNEDY,3204302,-41.072485185100000,-21.143122241099999
1664,RIO BANANAL,3204351,-40.308167595599997,-19.230457425000001
1665,RIO NOVO DO SUL,3204401,-40.918725120399998,-20.818227645499999
1666,SANTA LEOPOLDINA,3204500,-40.539403812400003,-20.123187200600000
1667,SANTA MARIA DE JETIBÁ,3204559,-40.803890191599997,-20.085261276899999
1668,SANTA TERESA,3204609,-40.637344118100003,-19.879112590900000
1669,SÃO DOMINGOS DO NORTE,3204658,-40.566628141700001,-19.122411407600001
1670,SÃO GABRIEL DA PALHA,3204708,-40.508464447999998,-18.952717199700000
1671,SÃO JOSÉ DO CALÇADO,3204807,-41.655667409000003,-20.982807416400000
1672,SÃO MATEUS,3204906,-40.021261460300003,-18.748408285899998
1673,SÃO ROQUE DO CANAÃ,3204955,-40.679460179499998,-19.719717301199999
1674,SERRA,3205002,-40.301619276300002,-20.128119356300001
1675,SOORETAMA,3205010,-40.146684767000004,-19.072536805500000
1676,VARGEM ALTA,3205036,-41.004023170300002,-20.646477164400000
