FID,NM_MUNICIP,CD_GEOCMU,x_cent,y_cent
4727,MACAJUBA,2919603,-40.275181702200001,-12.122257895300001
4728,MACAÚBAS,2919801,-42.692917673300002,-13.108137853800001
4729,MACURURÉ,2919900,-38.914623869300002,-9.280878348870001
4730,MADRE DE DEUS,2919926,-38.642732173200002,-12.741113593700000
4731,MAIRI,2920106,-40.170877879499997,-11.734849229700000
4732,MANSIDÃO,2920452,-44.108375323799997,-11.128067224000000
4733,MARACÁS,2920502,-40.555233048100000,-13.495181989500001
4734,MARAGOGIPE,2920601,-38.938547541600002,-12.822658832800000
4735,MARCIONÍLIO SOUZA,2920809,-40.675297633000000,-13.140047167600001
4736,MATA DE SÃO JOÃO,2921005,-38.155248093600001,-12.482334200800000
4737,MATINA,2921054,-42.940067952600003,-13.848844474000000
4738,MIGUEL CALMON,2921203,-40.623372312999997,-11.421466508200000
4739,MILAGRES,2921302,-39.797585953499997,-12.899945967000001
4740,MIRANGABA,2921401,-40.716045092100003,-10.780083653700000
4741,MONTE SANTO,2921500,-39.472830620000003,-10.371220343799999
4742,MORPARÁ,2921609,-43.040228159500003,-11.750842254700000
4743,MORRO DO CHAPÉU,2921708,-41.167059737599999,-11.464874967000000
4744,MUCUGÊ,2921906,-41.474908424399999,-13.065098770900001
4745,MULUNGU DO MORRO,2922052,-41.516977569500000,-11.988394105199999
4746,MUNDO NOVO,2922102,-40.562495140300001,-11.954667229900000
4747,MUNIZ FERREIRA,2922201,-39.089611288900002,-12.998539086999999
4748,MUQUÉM DE SÃO FRANCISCO,2922250,-43.498617532099999,-12.211864040700000
4749,MURITIBA,2922300,-39.084511674100000,-12.621548938000000
4750,MUTUÍPE,2922409,-39.506623996899997,-13.311879447100001
4751,NAZARÉ,2922508,-38.982707125499999,-12.953858310199999
4752,NILO PEÇANHA,2922607,-39.173884753999999,-13.660054674900000
4753,NORDESTINA,2922656,-39.452042723100000,-10.875065409399999
4754,NOVA FÁTIMA,2922730,-39.638893549700001,-11.622231535099999
4755,NOVA IBIÁ,2922755,-39.582809276900001,-13.824994377499999
4756,NOVA ITARANA,2922805,-40.034579275399999,-13.046494910800000
4757,NOVA REDENÇÃO,2922854,-41.091235061900001,-12.800115963000000
4758,NOVA SOURE,2922904,-38.555251601599998,-11.305065602599999
4759,NOVO HORIZONTE,2923035,-42.128664312600002,-12.840872599400001
4760,NOVO TRIUNFO,2923050,-38.449428944499999,-10.368159700400000
4761,OLINDINA,2923100,-38.353951307099997,-11.419549878900000
4762,OLIVEIRA DOS BREJINHOS,2923209,-42.734880998400001,-12.283355069200001
4763,OURIÇANGAS,2923308,-38.653141019099998,-12.010972848700000
4764,OUROLÂNDIA,2923357,-41.139470333900000,-10.844283457700000
4765,PALMEIRAS,2923506,-41.553921926400001,-12.552429011399999
4766,PARAMIRIM,2923605,-42.240359428300003,-13.519656420700001
4767,PARATINGA,2923704,-43.064445132199999,-12.690718558200000
4768,PARIPIRANGA,2923803,-37.900816908400003,-10.616709814600000
4769,PAULO AFONSO,2924009,-38.296804639000001,-9.538036081470000
4770,PÉ DE SERRA,2924058,-39.604811993600002,-11.870246545200001
4771,PEDRÃO,2924108,-38.642600391599998,-12.130857348899999
4772,PEDRO ALEXANDRE,2924207,-37.950335779000000,-10.063190501099999
4773,PIATÃ,2924306,-41.877448002999998,-13.046040163700001
4774,PILÃO ARCADO,2924405,-43.116428406600001,-10.007666972999999
4775,PINDOBAÇU,2924603,-40.340943510999999,-10.723771653900000
4776,PINTADAS,2924652,-39.901231712100000,-11.878806013600000
4777,PIRAÍ DO NORTE,2924678,-39.376851292200001,-13.805444555399999
4778,PIRITIBA,2924801,-40.603065989599997,-11.693645990500000
4779,PLANALTINO,2924900,-40.303186626900001,-13.186496172500000
4780,POJUCA,2925204,-38.248678033099999,-12.355518826699999
4781,PONTO NOVO,2925253,-40.119472879000000,-10.956680011500000
4782,PRESIDENTE DUTRA,2925600,-41.998374302700000,-11.296048360800000
4783,PRESIDENTE TANCREDO NEVES,2925758,-39.417647867299998,-13.449235292599999
4784,QUEIMADAS,2925808,-39.763805292000001,-11.059050379500000
4785,QUIJINGUE,2925907,-39.069652192299998,-10.775518492200000
4786,QUIXABEIRA,2925931,-40.111611210600003,-11.378289395099999
4787,RAFAEL JAMBEIRO,2925956,-39.583275858699999,-12.470226821100001
4788,REMANSO,2926004,-42.254219523499998,-9.598436446710000
4789,RETIROLÂNDIA,2926103,-39.394932321900001,-11.492276004300001
4790,RIACHÃO DAS NEVES,2926202,-45.217792225700002,-11.623038435400000
4791,RIACHÃO DO JACUÍPE,2926301,-39.421329316900000,-11.810988853000000
4792,RIACHO DE SANTANA,2926400,-43.049693804299999,-13.633176309100000
4793,RIBEIRA DO AMPARO,2926509,-38.388804696400001,-10.974235431200000
4794,RIBEIRA DO POMBAL,2926608,-38.495415419099999,-10.769946568200000
4795,RIO DE CONTAS,2926707,-41.740545209399997,-13.587144069600001
4796,RIO DO PIRES,2926905,-42.147711828500000,-13.134755505299999
4797,RIO REAL,2927002,-37.916103373299997,-11.545306347300000
4798,RODELAS,2927101,-38.683633692100003,-9.218351108189999
4799,RUY BARBOSA,2927200,-40.633204955899998,-12.246619057200000
4800,SALINAS DA MARGARIDA,2927309,-38.758372834100001,-12.885294141599999
4801,SALVADOR,2927408,-38.514763786499998,-12.873420333300000
4802,SANTA BÁRBARA,2927507,-38.979316883099997,-11.939477754900000
4803,SANTA BRÍGIDA,2927606,-38.145475784100000,-9.764175582000000
4804,SANTA INÊS,2927903,-39.848806159399999,-13.284706314499999
4805,SANTALUZ,2928000,-39.495772977100003,-11.221795090000001
4806,SANTA MARIA DA VITÓRIA,2928109,-44.379978967400000,-13.218350341500001
4807,SANTANA,2928208,-43.942382771699997,-13.065656835600000
4808,SANTANÓPOLIS,2928307,-38.861809145300001,-11.974527823400001
4809,SANTA RITA DE CÁSSIA,2928406,-44.555832751499999,-11.007987078999999
4810,SANTA TERESINHA,2928505,-39.572784633600001,-12.734252943100000
4811,SANTO AMARO,2928604,-38.763070391500001,-12.566877844700000
4812,SANTO ANTÔNIO DE JESUS,2928703,-39.226384693100002,-13.006248817800000
4813,SANTO ESTÊVÃO,2928802,-39.270082880300002,-12.468077764100000
4814,SÃO DESIDÉRIO,2928901,-45.490188614200001,-12.804393367499999
4815,SÃO DOMINGOS,2928950,-39.565842072199999,-11.473765821900001
4816,SÃO FÉLIX,2929008,-38.998643006099996,-12.674994137200001
4817,SÃO FÉLIX DO CORIBE,2929057,-44.029672747900001,-13.551946222600000
4818,SÃO FELIPE,2929107,-39.095080654500002,-12.839891936800001
4819,SÃO FRANCISCO DO CONDE,2929206,-38.632044925800002,-12.650808217100000
4820,SÃO GABRIEL,2929255,-41.694086934799998,-11.061901373400000
4821,SÃO GONÇALO DOS CAMPOS,2929305,-38.942475207900003,-12.418063770900000
4822,SÃO JOSÉ DO JACUÍPE,2929370,-39.918041680800002,-11.440459610300000
4823,SÃO MIGUEL DAS MATAS,2929404,-39.423369787699997,-13.054075017900001
4824,SÃO SEBASTIÃO DO PASSÉ,2929503,-38.497667738200001,-12.516975653299999
4825,SAPEAÇU,2929602,-39.213965542099999,-12.726366589800000
4826,SÁTIRO DIAS,2929701,-38.588826216599998,-11.565327434900000
4827,SAUBARA,2929750,-38.770354426700003,-12.776266451100000
4828,SAÚDE,2929800,-40.390138232399998,-10.911277999999999
4829,SEABRA,2929909,-41.884755277499998,-12.417697889599999
4830,SENHOR DO BONFIM,2930105,-40.112325114500003,-10.477158658600001
4831,SERRA DO RAMALHO,2930154,-43.676194503500000,-13.484295272300001
4832,SENTO SÉ,2930204,-41.640502859900003,-10.115967197200000
4833,SERRA DOURADA,2930303,-43.797591033400003,-12.806268774299999
4834,SERRA PRETA,2930402,-39.372429370200003,-12.105230789100000
4835,SERRINHA,2930501,-38.989826491599999,-11.664163491800000
4836,SERROLÂNDIA,2930600,-40.254936866900003,-11.436560402500000
4837,SIMÕES FILHO,2930709,-38.400819845599997,-12.768226886000001
4838,SÍTIO DO MATO,2930758,-43.474997247399997,-12.855221852700000
4839,SÍTIO DO QUINTO,2930766,-38.156417464400000,-10.328224421300000
4840,SOBRADINHO,2930774,-40.865335459299999,-9.663412431719999
4841,SOUTO SOARES,2930808,-41.789614467800000,-12.027619986700000
4842,TABOCAS DO BREJO VELHO,2930907,-44.155648410799998,-12.479855187200000
4843,TANQUE NOVO,2931053,-42.537536039800003,-13.556042479300000
4844,TANQUINHO,2931103,-39.088269667200002,-11.950838810900001
4845,TAPEROÁ,2931202,-39.227908849099997,-13.572671393900000
4846,TAPIRAMUTÁ,2931301,-40.789448593400003,-11.875569656700000
4847,TEODORO SAMPAIO,2931400,-38.621726041899997,-12.264385011800000
4848,TEOFILÂNDIA,2931509,-38.955687268500000,-11.476554507099999
4849,TEOLÂNDIA,2931608,-39.497485672600000,-13.554403797399999
4850,TERRA NOVA,2931707,-38.599996290000000,-12.390104973900000
4851,TUCANO,2931905,-38.790883890000003,-10.990763809400001
4852,UAUÁ,2932002,-39.460087768599998,-9.903795838370000
4853,UBAÍRA,2932101,-39.679320115000003,-13.275977116100000
4854,UBATÃ,2932309,-39.521852732500001,-14.096416078700001
4855,UIBAÍ,2932408,-42.103513039699997,-11.379039028699999
4856,UMBURANAS,2932457,-41.237132377999998,-10.567219384700000
4857,UTINGA,2932804,-41.068968834800003,-12.052173121999999
4858,VALENÇA,2932903,-39.193851964099998,-13.347433986300000
4859,VALENTE,2933000,-39.451733338200000,-11.384045938500000
4860,VÁRZEA DA ROÇA,2933059,-40.054370075599998,-11.599847889499999
4861,VÁRZEA DO POÇO,2933109,-40.317184513900003,-11.539902221900000
4862,VÁRZEA NOVA,2933158,-41.030313806000002,-11.121679828100000
4863,VARZEDO,2933174,-39.390918554000002,-12.956014707200000
4864,VERA CRUZ,2933208,-38.695816231700000,-13.006826246499999
4865,WAGNER,2933406,-41.145973860100000,-12.231382043700000
4866,WANDERLEY,2933455,-43.906734533600002,-11.808921824300000
4867,WENCESLAU GUIMARÃES,2933505,-39.619218920400002,-13.628542790099999
4868,XIQUE-XIQUE,2933604,-42.781201425399999,-10.998036572700000
4869,NOVO SANTO ANTÔNIO,5106315,-50.888077973599998,-12.314955744500001
4870,SANTA TEREZINHA,5107776,-50.792724035900001,-10.333522164100000
4871,AMARALINA,5200829,-49.615385922300000,-13.842471726599999
4872,BONÓPOLIS,5203575,-49.863611809799998,-13.571897282900000
4873,CAMPINAÇU,5204656,-48.568129406399997,-13.884807620000000
4874,CAMPOS BELOS,5204904,-46.514391635400003,-13.000298617900000
4875,CAVALCANTE,5205307,-47.696150983199999,-13.635064417700001
4876,ESTRELA DO NORTE,5207501,-49.086338386900003,-13.813913349600000
4877,FORMOSO,5208103,-48.867596473299997,-13.723003451000000
4878,DIVINÓPOLIS DE GOIÁS,5208301,-46.518853272100003,-13.264198328100001
4879,GUARANI DE GOIÁS,5209408,-46.431938366899999,-13.890021075200000
4880,MARA ROSA,5212808,-49.396031598299999,-13.996531312100000
4881,MINAÇU,5213087,-48.348939128399998,-13.498748715900000
4882,MONTE ALEGRE DE GOIÁS,5213509,-46.923733218899997,-13.294606578600000
4883,MONTIVIDIU DO NORTE,5213772,-48.731748006600000,-13.146411782200000
4884,MUNDO NOVO,5214051,-50.203481496300000,-13.798654317500000
4885,MUTUNÓPOLIS,5214101,-49.303871572299997,-13.719075717500001
4886,NOVA ROMA,5214903,-47.010733946099997,-13.800654344100000
4887,NOVO PLANALTO,5215256,-49.728700811700001,-13.251006625100000
4888,PORANGATU,5218003,-49.231155857099999,-13.292855333600000
4889,SANTA TEREZA DE GOIÁS,5219605,-48.982079354500002,-13.572474901500000
4890,SÃO DOMINGOS,5219803,-46.486841080799998,-13.536885138300001
4891,SÃO MIGUEL DO ARAGUAIA,5220207,-50.249137149399999,-13.145629910500000
4892,TERESINA DE GOIÁS,5221080,-47.237605682599998,-13.682472094600000
4893,TROMBAS,5221452,-48.754213006199997,-13.421286817000000
4894,ALFREDO MARCONDES,3500808,-51.395654972199999,-21.934972950599999
4895,ÁLVARES MACHADO,3501301,-51.514920334000003,-22.131504674199999
4896,ANDRADINA,3502101,-51.329717780199999,-20.835600180499998
4897,ANHUMAS,3502408,-51.427779446199999,-22.362024286400001
4898,EMILIANÓPOLIS,3515129,-51.472155928500001,-21.800974610099999
4899,FLORA RICA,3515806,-51.374275855800001,-21.698444707200000
4900,GUARAÇAÍ,3517802,-51.279458354200003,-21.086422881499999
4901,ILHA SOLTEIRA,3520442,-51.258978640000002,-20.431428516299999
4902,IRAPURU,3521606,-51.346482230500001,-21.484153557700001
4903,ITAPURA,3523008,-51.440568024999997,-20.595074379800000
4904,JUNQUEIRÓPOLIS,3526001,-51.435051584699998,-21.448896592099999
4905,NOVA INDEPENDÊNCIA,3533205,-51.505213358699997,-21.135299233400001
4906,PIRAPOZINHO,3539202,-51.619799988399997,-22.479183399000000
4907,PRESIDENTE PRUDENTE,3541406,-51.343125468700002,-21.993150383000000
4908,SANTO EXPEDITO,3548302,-51.370221373299998,-21.824858456699999
4909,TACIBA,3552908,-51.342286782400002,-22.504879710600001
4910,ÁGUA DOCE,4200408,-51.612302714400002,-26.764536801300000
4911,CAÇADOR,4203006,-51.085458580699999,-26.762548646599999
4912,CAMPOS NOVOS,4203600,-51.244833461100001,-27.413114966900000
4913,CELSO RAMOS,4204152,-51.307928126199997,-27.652068380199999
4914,ERVAL VELHO,4205209,-51.421986550299998,-27.284540955699999
4915,HERVAL D'OESTE,4206702,-51.410711482000004,-27.195610710000000
4916,IBICARÉ,4206801,-51.370079559600001,-27.092223909800001
4917,MACIEIRA,4210050,-51.354471357999998,-26.803209531600000
4918,SALTO VELOSO,4215406,-51.428029801599997,-26.895641450300001
4919,TREZE TÍLIAS,4218509,-51.449554774900001,-26.964666951000002
4920,LAGOA DOS PATOS,4300002,-51.357180874999997,-31.062786990300001
4921,ANDRÉ DA ROCHA,4300661,-51.505466254200002,-28.595340124500002
4922,ANTÔNIO PRADO,4300802,-51.316383220500001,-28.882717190400001
4923,BARÃO,4301651,-51.488981148400001,-29.385274514399999
4924,BARRACÃO,4301800,-51.438667202700003,-27.723286116899999
4925,BARRA DO RIBEIRO,4301909,-51.357611080700003,-30.373923525500000
4926,BENTO GONÇALVES,4302105,-51.552065143000000,-29.125718569000000
4927,CAPÃO BONITO DO SUL,4304622,-51.389068348700000,-28.152702779799998
4928,CAPELA DE SANTANA,4304689,-51.357127595400001,-29.705953239599999
4929,CARLOS BARBOSA,4304804,-51.504597287899998,-29.321790145700000
4930,ELDORADO DO SUL,4306767,-51.498943822400001,-30.078265583600000
4931,FARROUPILHA,4307906,-51.365931390400000,-29.210103884999999
4932,GUAÍBA,4309308,-51.433913397100000,-30.177651577799999
4933,HARMONIA,4309555,-51.423412964599997,-29.545789234899999
4934,IPÊ,4310439,-51.298961620199997,-28.717865186699999
4935,LAGOA VERMELHA,4311304,-51.501664780699997,-28.227410902199999
4936,MONTENEGRO,4312401,-51.502953101099997,-29.710237621000001
4937,NOVA ROMA DO SUL,4313359,-51.408555599200000,-28.989400665000002
4938,PARECI NOVO,4314035,-51.422693589200001,-29.610683946700000
4939,PINTO BANDEIRA,4314548,-51.461800538100000,-29.092894199500002
4940,SÃO JOSÉ DO NORTE,4318507,-51.665405666200002,-31.761560168599999
4941,TAPES,4321105,-51.441398983600003,-30.663988054699999
4942,TRIUNFO,4322004,-51.571095190800001,-29.844867922799999
4943,TUPANDI,4322251,-51.426758984599999,-29.474423978499999
4944,APARECIDA DO TABOADO,5001003,-51.290606202799999,-20.076105436100001
4945,PARANAÍBA,5006309,-51.395762564300000,-19.527654804400001
4946,SELVÍRIA,5007802,-51.757833542400000,-20.282779738500000
4947,ÁGUA BOA,5100201,-52.500634520799998,-13.978274648099999
4948,ARAGUAIANA,5101001,-51.804748186700003,-15.126944795400000
4949,CAMPINÁPOLIS,5102603,-53.128882034500002,-14.374118216299999
4950,CAMPO NOVO DO PARECIS,5102637,-57.929543830599997,-13.687916132000000
4951,CAMPOS DE JÚLIO,5102686,-59.191383431299997,-13.579356997200000
4952,COCALINHO,5103106,-51.147553334400001,-13.869183241200000
4953,DIAMANTINO,5103502,-56.797963120399999,-14.095557530000001
4954,VILA BELA DA SANTÍSSIMA TRINDADE,5105507,-59.990077080399999,-15.189498439399999
4955,NOBRES,5105903,-55.811108068199999,-14.379753822000000
4956,NORTELÂNDIA,5106000,-56.719537077500000,-14.347980263300000
4957,NOVA NAZARÉ,5106174,-51.889405114299997,-14.155845299799999
4958,NOVA LACERDA,5106182,-59.770456010899998,-14.303361205200000
4959,NOVA XAVANTINA,5106257,-52.408175817800000,-14.599106486000000
4960,PARANATINGA,5106307,-54.109090271699998,-13.677354033400000
4961,ROSÁRIO OESTE,5107701,-55.942184988800001,-14.772745633000000
4962,SANTA RITA DO TRIVELATO,5107768,-55.294563250899998,-13.832763592899999
4963,TANGARÁ DA SERRA,5107958,-58.317695044499999,-14.423505733700001
4964,NOVA MARILÂNDIA,5108857,-57.262929645800000,-14.289101823699999
4965,APARECIDA DO RIO DOCE,5201454,-51.263053193200001,-18.216835430500002
4966,ARENÓPOLIS,5202353,-51.584537386999997,-16.353467234600000
4967,CAÇU,5204300,-51.130845569300000,-18.701047760500000
4968,CAIAPÔNIA,5204409,-51.814630215599998,-17.007129089900001
4969,DIORAMA,5207105,-51.349680142300002,-16.223204183800000
4970,IPORÁ,5210208,-51.180760623799998,-16.415868555300001
4971,ITAJÁ,5210802,-51.319895007900001,-19.101163971599998
4972,ITARUMÃ,5211305,-51.331136285699998,-18.843726977199999
4973,JATAÍ,5211909,-51.731977028499998,-17.909759950900000
4974,JUSSARA,5212204,-51.329737925600000,-15.582943625800000
4975,LAGOA SANTA,5212253,-51.284645506499999,-19.183334273300002
4976,MONTES CLAROS DE GOIÁS,5213707,-51.579185955100002,-15.914538248400000
4977,MONTIVIDIU,5213756,-51.190657109999997,-17.317946497400001
4978,PALESTINA DE GOIÁS,5215652,-51.440909723399997,-16.704354567999999
4979,RIO VERDE,5218805,-51.038529328400003,-17.739396953400000
4980,SANTA FÉ DE GOIÁS,5219258,-51.171636514100001,-15.667719599900000
4981,ARACATU,2902005,-41.374548413299998,-14.371225689299999
4982,BOA NOVA,2903706,-40.230114962000002,-14.360234384100000
4983,BRUMADO,2904605,-41.689076655699999,-14.167942966600000
4984,CAETANOS,2905156,-40.915806939699998,-14.325682619000000
4985,CAETITÉ,2905206,-42.476637453099997,-13.947967696299999
4986,CARINHANHA,2907103,-43.848505070700000,-14.020929094300000
4987,COCOS,2908101,-45.219943472700002,-14.496925462100000
4988,FEIRA DA MATA,2910776,-44.232219090900003,-14.131739898999999
4989,GONGOGI,2911501,-39.581899905800000,-14.280589219599999
4990,GUANAMBI,2911709,-42.820035943100002,-14.203956852099999
4991,IBIASSUCÊ,2912004,-42.305378809799997,-14.291531298800001
4992,IBIRAPITANGA,2912707,-39.435696117900001,-14.060704225100000
4993,ITACARÉ,2914901,-39.157821750300002,-14.362146536199999
4994,ITAGI,2915106,-40.024851051100001,-14.162264016000000
4995,ITAGIBÁ,2915205,-39.830454153100000,-14.252566929900000
4996,IUIÚ,2917334,-43.543206844099998,-14.466472186200001
4997,JABORANDI,2917359,-45.442112641700000,-14.033044964300000
4998,JEQUIÉ,2918001,-40.146130523799997,-13.877607031400000
4999,MALHADA,2920205,-43.646023330299997,-14.217165822000000
5000,MALHADA DE PEDRAS,2920304,-41.845423410599999,-14.352209509100000
5001,MANOEL VITORINO,2920403,-40.547598194800003,-14.050874763600000
5002,MARAÚ,2920700,-39.150629016899998,-14.155773089300000
5003,MIRANTE,2921450,-40.764087451800002,-14.167820720400000
5004,PALMAS DE MONTE ALTO,2923407,-43.217804350199998,-14.175407757400000
5005,RIO DO ANTÔNIO,2926806,-42.084136461200004,-14.310254865599999
5006,TANHAÇU,2931004,-41.195412326200000,-14.145964457900000
5007,UBAITABA,2932200,-39.421810668299997,-14.267538247999999
5008,JUVENÍLIA,3136959,-44.084134853599998,-14.385664872900000
5009,ALTO HORIZONTE,5200555,-49.429017565199999,-14.171256875699999
5010,ALTO PARAÍSO DE GOIÁS,5200605,-47.535120898800002,-14.182966402200000
5011,ARUANÃ,5202502,-50.937212483800003,-14.805475327700000
5012,CAMPINORTE,5204706,-48.975241728199997,-14.045001484000000
5013,CAMPOS VERDES,5204953,-49.660472030000001,-14.199972631600000
5014,COLINAS DO SUL,5205521,-48.075085201900002,-13.984964500200000
5015,CRIXÁS,5206404,-50.065251480500002,-14.639629259700000
5016,FLORES DE GOIÁS,5207907,-46.904647795999999,-14.651798758400000
5017,IACIARA,5209903,-46.754978127599998,-14.090764179300001
5018,MAMBAÍ,5212709,-46.068592582199997,-14.412235978200000
5019,NIQUELÂNDIA,5214606,-48.401662554700003,-14.498583989000000
5020,NOVA CRIXÁS,5214838,-50.561795813200000,-14.133878150999999
5021,NOVA IGUAÇU DE GOIÁS,5214879,-49.288255243000002,-14.311476654800000
5022,PILAR DE GOIÁS,5216908,-49.521697644699998,-14.587210234600001
5023,POSSE,5218300,-46.442473837800001,-14.230930250400000
5024,SANTA TEREZINHA DE GOIÁS,5219704,-49.672650049500000,-14.322499608999999
5025,SÃO JOÃO D'ALIANÇA,5220009,-47.422850945500002,-14.485615017800001
5026,UIRAPURU,5221577,-49.966119035600002,-14.149591286300000
5027,URUAÇU,5221601,-49.090187255399997,-14.419377821099999
5028,AFUÁ,1500305,-50.727607371399998,-0.263868969959000
5029,ANAPU,1500859,-51.301277735500001,-3.997185121830000
5030,CUMARU DO NORTE,1502764,-51.221037097999996,-8.458172013170000
5031,GURUPÁ,1503101,-51.555163867200001,-1.151860491180000
5032,MELGAÇO,1504505,-51.103863912000001,-1.607631796210000
5033,OURILÂNDIA DO NORTE,1505437,-51.430936095100002,-7.520545379170000
5034,PORTEL,1505809,-50.955624409000002,-2.565429098350000
5035,SÃO FÉLIX DO XINGU,1507300,-52.252697628500002,-7.233364918090000
5036,SENADOR JOSÉ PORFÍRIO,1507805,-51.773848971900001,-4.169711317530000
5037,TUCUMÃ,1508084,-51.391385730499998,-6.820196209360000
5038,AMAPÁ,1600105,-50.581053480900003,1.765595363610000
5039,CALÇOENE,1600204,-51.403797891300002,2.431333607390000
5040,FERREIRA GOMES,1600238,-51.417351361800002,0.957104329752000
5041,MACAPÁ,1600303,-50.701597280100003,0.554636259980000
5042,MAZAGÃO,1600402,-51.951193335799999,-0.066836623729000
5043,OIAPOQUE,1600501,-51.904644974800000,3.089255237670000
5044,PORTO GRANDE,1600535,-51.669941786599999,0.585522451188000
5045,PRACUÚBA,1600550,-51.278529515400002,1.625814908970000
5046,SANTANA,1600600,-51.378259908799997,0.129728093936000
5047,TARTARUGALZINHO,1600709,-50.992615555599997,1.297577102020000
5048,ALTO BOA VISTA,5100359,-51.749163168700001,-11.810219500500001
5049,BOM JESUS DO ARAGUAIA,5101852,-51.739932685299998,-12.216582788600000
5050,CANABRAVA DO NORTE,5102694,-51.822813183500003,-11.200301902300000
5051,CANARANA,5102702,-52.397089224699997,-13.330899030199999
5052,CONFRESA,5103353,-51.698057480599999,-10.403274081599999
5053,LUCIARA,5105309,-50.942992835399998,-11.014145437600000
5054,PORTO ALEGRE DO NORTE,5106778,-51.714044544600000,-10.824656311300000
5055,RIBEIRÃO CASCALHEIRA,5107180,-51.568534976999999,-12.873840512599999
5056,SÃO FÉLIX DO ARAGUAIA,5107859,-51.968519670399999,-11.453628732500000
5057,SERRA NOVA DOURADA,5107883,-51.361786494900002,-12.021966700700000
5058,VILA RICA,5108600,-51.404660515300002,-9.980545326210001
5059,ALTAMIRA DO PARANÁ,4100459,-52.692307893200002,-24.813376563700000
5060,ALTÔNIA,4100509,-53.948843700099999,-23.902557959999999
5061,ALTO PARANÁ,4100608,-52.323577411099997,-23.076093711700000
5062,ALTO PIQUIRI,4100707,-53.401982451400002,-24.098296734200002
5063,AMAPORÃ,4100905,-52.834860555900001,-23.128811256100001
5064,AMPÉRE,4101002,-53.483221777899999,-25.916653672700001
5065,ANAHY,4101051,-53.143938509900003,-24.643853661400001
5066,ÂNGULO,4101150,-51.918260934800003,-23.191603115400000
5067,ARAPUÃ,4101655,-51.815310712500001,-24.344029437000000
5068,ARARUNA,4101705,-52.576575294500003,-23.955065352100000
5069,ARIRANHA DO IVAÍ,4101853,-51.540724371099998,-24.377298465100001
5070,ASSIS CHATEAUBRIAND,4102000,-53.585560887100002,-24.424609449599998
5071,ASTORGA,4102109,-51.699712278800000,-23.250013551199999
5072,ATALAIA,4102208,-52.064938068399996,-23.128610539299999
5073,BARBOSA FERRAZ,4102505,-52.046696103700000,-24.082351448499999
5074,BARRACÃO,4102604,-53.528365190300001,-26.245990893399998
5075,BELA VISTA DA CAROBA,4102752,-53.634259858999997,-25.881025028100002
5076,BOA ESPERANÇA,4103008,-52.751015875400000,-24.257567134700000
5077,BOA ESPERANÇA DO IGUAÇU,4103024,-53.226090039900001,-25.640163217100000
5078,BOA VISTA DA APARECIDA,4103057,-53.422277123599997,-25.434924332300000
5079,BOM JESUS DO SUL,4103156,-53.552536428600000,-26.162381313499999
5080,BOM SUCESSO,4103206,-51.824267590300003,-23.713052295800001
5081,BOM SUCESSO DO SUL,4103222,-52.838826809499999,-26.086065916999999
5082,BORRAZÓPOLIS,4103305,-51.591979262499997,-23.939180272300000
5083,BRAGANEY,4103354,-53.090494734300002,-24.801346622899999
5084,BRASILÂNDIA DO SUL,4103370,-53.541696201599997,-24.166087131000001
5085,CAFEARA,4103404,-51.711247878199998,-22.813071632900002
5086,CAFELÂNDIA,4103453,-53.363919653499998,-24.692427037100000
5087,CAFEZAL DO SUL,4103479,-53.561641664000000,-23.939412702599999
5088,CAMBIRA,4103800,-51.567360013399998,-23.630309776200001
5089,CAMPINA DA LAGOA,4103909,-52.788321431200004,-24.616608566099998
5090,CAMPINA DO SIMÃO,4103958,-51.782040231300002,-25.130832968299998
5091,CAMPO BONITO,4104055,-53.013902244400001,-24.931240623699999
5092,CAMPO MOURÃO,4104303,-52.379755044299998,-24.103236783700002
5093,CANDÓI,4104428,-52.020823008400001,-25.524291928299998
5094,CANTAGALO,4104451,-52.131399974899999,-25.287153561800000
5095,CAPANEMA,4104501,-53.763120430800001,-25.610768316200001
5096,CAPITÃO LEÔNIDAS MARQUES,4104600,-53.592987239000003,-25.470321290299999
5097,CASCAVEL,4104808,-53.379693153700003,-25.029348161700000
5098,CATANDUVAS,4105003,-53.156017706900002,-25.241714989300000
5099,CENTENÁRIO DO SUL,4105102,-51.560591157099999,-22.805356691200000
5100,CÉU AZUL,4105300,-53.761786340299999,-25.246277703099999
5101,CHOPINZINHO,4105409,-52.450991371299999,-25.811993953999998
5102,CIANORTE,4105508,-52.626989611200003,-23.727458767300000
5103,CIDADE GAÚCHA,4105607,-52.958485961100003,-23.382831580000001
5104,CLEVELÂNDIA,4105706,-52.357857458100000,-26.344654196099999
5105,COLORADO,4105904,-51.972223994300002,-22.836413415199999
5106,CORBÉLIA,4106308,-53.236966795800001,-24.742510718599998
5107,CORONEL DOMINGOS SOARES,4106456,-51.923664236900002,-26.182443430300001
5108,CORONEL VIVIDA,4106506,-52.564413923899998,-25.992517499500000
5109,CORUMBATAÍ DO SUL,4106555,-52.142125706199998,-24.123747920900001
5110,CRUZEIRO DO IGUAÇU,4106571,-53.129751891300003,-25.595392378400000
5111,CRUZEIRO DO OESTE,4106605,-53.083725561599998,-23.758835218900000
5112,CRUZEIRO DO SUL,4106704,-52.162488126900001,-22.988012640099999
5113,DIAMANTE DO NORTE,4107108,-52.892828434300000,-22.635043884600002
5114,DIAMANTE DO SUL,4107124,-52.703496289299999,-24.995166964500001
